ENSEMBL_ID	SYMBOL	ENTREZID	GENENAME
ENSG00000139631	CSAD	51380	cysteine sulfinic acid decarboxylase
ENSG00000139636	LMBR1L	55716	limb development membrane protein 1 like
ENSG00000139637	MYG1	60314	MYG1 exonuclease
ENSG00000139641	ESYT1	23344	extended synaptotagmin 1
ENSG00000139644	TMBIM6	7009	transmembrane BAX inhibitor motif containing 6
ENSG00000139645	ANKRD52	283373	ankyrin repeat domain 52
ENSG00000139651	ZNF740	283337	zinc finger protein 740
ENSG00000139668	WDFY2	115825	WD repeat and FYVE domain containing 2
ENSG00000139675	HNRNPA1L2	144983	heterogeneous nuclear ribonucleoprotein A1 like 2
ENSG00000139679	LPAR6	10161	lysophosphatidic acid receptor 6
ENSG00000139684	ESD	2098	esterase D
ENSG00000139687	RB1	5925	RB transcriptional corepressor 1
ENSG00000139697	SBNO1	55206	strawberry notch homolog 1
ENSG00000139718	SETD1B	23067	SET domain containing 1B, histone lysine methyltransferase
ENSG00000139719	VPS33A	65082	VPS33A core subunit of CORVET and HOPS complexes
ENSG00000139722	VPS37B	79720	VPS37B subunit of ESCRT-I
ENSG00000139725	RHOF	54509	ras homolog family member F, filopodia associated
ENSG00000139726	DENR	8562	density regulated re-initiation and release factor
ENSG00000139734	DIAPH3	81624	diaphanous related formin 3
ENSG00000139746	RBM26	64062	RNA binding motif protein 26
ENSG00000139793	MBNL2	10150	muscleblind like splicing regulator 2
ENSG00000139800	ZIC5	85416	Zic family member 5
ENSG00000139826	ABHD13	84945	abhydrolase domain containing 13
ENSG00000139832	RAB20	55647	RAB20, member RAS oncogene family
ENSG00000139835	GRTP1	79774	growth hormone regulated TBC protein 1
ENSG00000139842	CUL4A	8451	cullin 4A
ENSG00000139880	CDH24	64403	cadherin 24
ENSG00000139899	CBLN3	643866	cerebellin 3 precursor
ENSG00000139910	NOVA1	4857	NOVA alternative splicing regulator 1
ENSG00000139921	TMX1	81542	thioredoxin related transmembrane protein 1
ENSG00000139926	FRMD6	122786	FERM domain containing 6
ENSG00000139946	PELI2	57161	pellino E3 ubiquitin protein ligase family member 2
ENSG00000139974	SLC38A6	145389	solute carrier family 38 member 6
ENSG00000139977	NAA30	122830	N-alpha-acetyltransferase 30, NatC catalytic subunit
ENSG00000139990	DCAF5	8816	DDB1 and CUL4 associated factor 5
ENSG00000139998	RAB15	376267	RAB15, member RAS oncogene family
ENSG00000140006	WDR89	112840	WD repeat domain 89
ENSG00000140025	EFCAB11	90141	EF-hand calcium binding domain 11
ENSG00000140043	PTGR2	145482	prostaglandin reductase 2
ENSG00000140044	JDP2	122953	Jun dimerization protein 2
ENSG00000140057	AK7	122481	adenylate kinase 7
ENSG00000140092	FBLN5	10516	fibulin 5
ENSG00000140104	CLBA1	122616	clathrin binding box of aftiphilin containing 1
ENSG00000140105	WARS1	7453	tryptophanyl-tRNA synthetase 1
ENSG00000140153	WDR20	91833	WD repeat domain 20
ENSG00000140157	NIPA2	81614	NIPA magnesium transporter 2
ENSG00000140199	SLC12A6	9990	solute carrier family 12 member 6
ENSG00000140259	MFAP1	4236	microfibril associated protein 1
ENSG00000140262	TCF12	6938	transcription factor 12
ENSG00000140263	SORD	6652	sorbitol dehydrogenase
ENSG00000140264	SERF2	10169	small EDRK-rich factor 2
ENSG00000140265	ZSCAN29	146050	zinc finger and SCAN domain containing 29
ENSG00000140280	LYSMD2	256586	LysM domain containing 2
ENSG00000140284	SLC27A2	11001	solute carrier family 27 member 2
ENSG00000140297	GCNT3	9245	glucosaminyl (N-acetyl) transferase 3, mucin type
ENSG00000140299	BNIP2	663	BCL2 interacting protein 2
ENSG00000140307	GTF2A2	2958	general transcription factor IIA subunit 2
ENSG00000140319	SRP14	6727	signal recognition particle 14
ENSG00000140320	BAHD1	22893	bromo adjacent homology domain containing 1
ENSG00000140326	CDAN1	146059	codanin 1
ENSG00000140332	TLE3	7090	TLE family member 3, transcriptional corepressor
ENSG00000140350	ANP32A	8125	acidic nuclear phosphoprotein 32 family member A
ENSG00000140365	COMMD4	54939	COMM domain containing 4
ENSG00000140367	UBE2Q2	92912	ubiquitin conjugating enzyme E2 Q2
ENSG00000140374	ETFA	2108	electron transfer flavoprotein subunit alpha
ENSG00000140379	BCL2A1	597	BCL2 related protein A1
ENSG00000140382	HMG20A	10363	high mobility group 20A
ENSG00000140386	SCAPER	49855	S-phase cyclin A associated protein in the ER
ENSG00000140391	TSPAN3	10099	tetraspanin 3
ENSG00000140395	SKIC8	80349	SKI8 subunit of superkiller complex
ENSG00000140396	NCOA2	10499	nuclear receptor coactivator 2
ENSG00000140398	NEIL1	79661	nei like DNA glycosylase 1
ENSG00000140400	MAN2C1	4123	mannosidase alpha class 2C member 1
ENSG00000140406	TLNRD1	59274	talin rod domain containing 1
ENSG00000140416	TPM1	7168	tropomyosin 1
ENSG00000140443	IGF1R	3480	insulin like growth factor 1 receptor
ENSG00000140451	PIF1	80119	PIF1 5'-to-3' DNA helicase
ENSG00000140455	USP3	9960	ubiquitin specific peptidase 3
ENSG00000140463	BBS4	585	Bardet-Biedl syndrome 4
ENSG00000140464	PML	5371	PML nuclear body scaffold
ENSG00000140471	LINS1	55180	lines homolog 1
ENSG00000140474	ULK3	25989	unc-51 like kinase 3
ENSG00000140479	PCSK6	5046	proprotein convertase subtilisin/kexin type 6
ENSG00000140497	SCAMP2	10066	secretory carrier membrane protein 2
ENSG00000140511	HAPLN3	145864	hyaluronan and proteoglycan link protein 3
ENSG00000140519	RHCG	51458	Rh family C glycoprotein
ENSG00000140521	POLG	5428	DNA polymerase gamma, catalytic subunit
ENSG00000140525	FANCI	55215	FA complementation group I
ENSG00000140526	ABHD2	11057	abhydrolase domain containing 2, acylglycerol lipase
ENSG00000140534	TICRR	90381	TOPBP1 interacting checkpoint and replication regulator
ENSG00000140538	NTRK3	4916	neurotrophic receptor tyrosine kinase 3
ENSG00000140543	DET1	55070	DET1 partner of COP1 E3 ubiquitin ligase
ENSG00000140545	MFGE8	4240	milk fat globule EGF and factor V/VIII domain containing
ENSG00000140548	ZNF710	374655	zinc finger protein 710
ENSG00000140553	UNC45A	55898	unc-45 myosin chaperone A
ENSG00000140564	FURIN	5045	furin, paired basic amino acid cleaving enzyme
ENSG00000140575	IQGAP1	8826	IQ motif containing GTPase activating protein 1
ENSG00000140577	CRTC3	64784	CREB regulated transcription coactivator 3
ENSG00000140598	EFL1	79631	elongation factor like GTPase 1
ENSG00000140612	SEC11A	23478	SEC11 homolog A, signal peptidase complex subunit
ENSG00000140632	GLYR1	84656	glyoxylate reductase 1 homolog
ENSG00000140650	PMM2	5373	phosphomannomutase 2
ENSG00000140678	ITGAX	3687	integrin subunit alpha X
ENSG00000140682	TGFB1I1	7041	transforming growth factor beta 1 induced transcript 1
ENSG00000140688	RUSF1	64755	RUS family member 1
ENSG00000140691	ARMC5	79798	armadillo repeat containing 5
ENSG00000140694	PARN	5073	poly(A)-specific ribonuclease
ENSG00000140718	FTO	79068	FTO alpha-ketoglutarate dependent dioxygenase
ENSG00000140740	UQCRC2	7385	ubiquinol-cytochrome c reductase core protein 2
ENSG00000140743	CDR2	1039	cerebellar degeneration related protein 2
ENSG00000140750	ARHGAP17	55114	Rho GTPase activating protein 17
ENSG00000140829	DHX38	9785	DEAH-box helicase 38
ENSG00000140830	TXNL4B	54957	thioredoxin like 4B
ENSG00000140836	ZFHX3	463	zinc finger homeobox 3
ENSG00000140848	CPNE2	221184	copine 2
ENSG00000140853	NLRC5	84166	NLR family CARD domain containing 5
ENSG00000140854	KATNB1	10300	katanin regulatory subunit B1
ENSG00000140859	KIFC3	3801	kinesin family member C3
ENSG00000140876	NUDT7	283927	nudix hydrolase 7
ENSG00000140905	GCSH	2653	glycine cleavage system protein H
ENSG00000140931	CMTM3	123920	CKLF like MARVEL transmembrane domain containing 3
ENSG00000140939	NOL3	8996	nucleolar protein 3
ENSG00000140941	MAP1LC3B	81631	microtubule associated protein 1 light chain 3 beta
ENSG00000140943	MBTPS1	8720	membrane bound transcription factor peptidase, site 1
ENSG00000140948	ZCCHC14	23174	zinc finger CCHC-type containing 14
ENSG00000140950	MEAK7	57707	MTOR associated protein, eak-7 homolog
ENSG00000140961	OSGIN1	29948	oxidative stress induced growth inhibitor 1
ENSG00000140983	RHOT2	89941	ras homolog family member T2
ENSG00000140987	ZSCAN32	54925	zinc finger and SCAN domain containing 32
ENSG00000140988	RPS2	6187	ribosomal protein S2
ENSG00000140990	NDUFB10	4716	NADH:ubiquinone oxidoreductase subunit B10
ENSG00000140992	PDPK1	5170	3-phosphoinositide dependent protein kinase 1
ENSG00000140993	TIGD7	91151	tigger transposable element derived 7
ENSG00000140995	DEF8	54849	differentially expressed in FDCP 8 homolog
ENSG00000141002	TCF25	22980	transcription factor 25
ENSG00000141012	GALNS	2588	galactosamine (N-acetyl)-6-sulfatase
ENSG00000141013	GAS8	2622	growth arrest specific 8
ENSG00000141026	MED9	55090	mediator complex subunit 9
ENSG00000141027	NCOR1	9611	nuclear receptor corepressor 1
ENSG00000141030	COPS3	8533	COP9 signalosome subunit 3
ENSG00000141034	GID4	79018	GID complex subunit 4 homolog
ENSG00000141040	ZNF287	57336	zinc finger protein 287
ENSG00000141052	MYOCD	93649	myocardin
ENSG00000141068	KSR1	8844	kinase suppressor of ras 1
ENSG00000141076	UTP4	84916	UTP4 small subunit processome component
ENSG00000141084	RANBP10	57610	RAN binding protein 10
ENSG00000141098	GFOD2	81577	Gfo/Idh/MocA-like oxidoreductase domain containing 2
ENSG00000141101	NOB1	28987	NIN1 (RPN12) binding protein 1 homolog
ENSG00000141127	PRPSAP2	5636	phosphoribosyl pyrophosphate synthetase associated protein 2
ENSG00000141179	PCTP	58488	phosphatidylcholine transfer protein
ENSG00000141198	TOM1L1	10040	target of myb1 like 1 membrane trafficking protein
ENSG00000141219	C17orf80	55028	chromosome 17 open reading frame 80
ENSG00000141232	TOB1	10140	transducer of ERBB2, 1
ENSG00000141252	VPS53	55275	VPS53 subunit of GARP complex
ENSG00000141258	SGSM2	9905	small G protein signaling modulator 2
ENSG00000141279	NPEPPS	9520	aminopeptidase puromycin sensitive
ENSG00000141295	SCRN2	90507	secernin 2
ENSG00000141298	SSH2	85464	slingshot protein phosphatase 2
ENSG00000141314	RHBDL3	162494	rhomboid like 3
ENSG00000141337	ARSG	22901	arylsulfatase G
ENSG00000141349	G6PC3	92579	glucose-6-phosphatase catalytic subunit 3
ENSG00000141367	CLTC	1213	clathrin heavy chain
ENSG00000141376	BCAS3	54828	BCAS3 microtubule associated cell migration factor
ENSG00000141378	PTRH2	51651	peptidyl-tRNA hydrolase 2
ENSG00000141380	SS18	6760	SS18 subunit of BAF chromatin remodeling complex
ENSG00000141384	TAF4B	6875	TATA-box binding protein associated factor 4b
ENSG00000141385	AFG3L2	10939	AFG3 like matrix AAA peptidase subunit 2
ENSG00000141391	PRELID3A	10650	PRELI domain containing 3A
ENSG00000141401	IMPA2	3613	inositol monophosphatase 2
ENSG00000141404	GNAL	2774	G protein subunit alpha L
ENSG00000141424	SLC39A6	25800	solute carrier family 39 member 6
ENSG00000141425	RPRD1A	55197	regulation of nuclear pre-mRNA domain containing 1A
ENSG00000141428	C18orf21	83608	chromosome 18 open reading frame 21
ENSG00000141429	GALNT1	2589	polypeptide N-acetylgalactosaminyltransferase 1
ENSG00000141441	GAREM1	64762	GRB2 associated regulator of MAPK1 subtype 1
ENSG00000141446	ESCO1	114799	establishment of sister chromatid cohesion N-acetyltransferase 1
ENSG00000141447	OSBPL1A	114876	oxysterol binding protein like 1A
ENSG00000141448	GATA6	2627	GATA binding protein 6
ENSG00000141452	RMC1	29919	regulator of MON1-CCZ1
ENSG00000141456	PELP1	27043	proline, glutamate and leucine rich protein 1
ENSG00000141458	NPC1	4864	NPC intracellular cholesterol transporter 1
ENSG00000141469	SLC14A1	6563	solute carrier family 14 member 1 (Kidd blood group)
ENSG00000141480	ARRB2	409	arrestin beta 2
ENSG00000141499	WRAP53	55135	WD repeat containing antisense to TP53
ENSG00000141503	MINK1	50488	misshapen like kinase 1
ENSG00000141504	SAT2	112483	spermidine/spermine N1-acetyltransferase family member 2
ENSG00000141505	ASGR1	432	asialoglycoprotein receptor 1
ENSG00000141510	TP53	7157	tumor protein p53
ENSG00000141519	CCDC40	55036	coiled-coil domain containing 40
ENSG00000141522	ARHGDIA	396	Rho GDP dissociation inhibitor alpha
ENSG00000141524	TMC6	11322	transmembrane channel like 6
ENSG00000141526	SLC16A3	9123	solute carrier family 16 member 3
ENSG00000141540	TTYH2	94015	tweety family member 2
ENSG00000141542	RAB40B	10966	RAB40B, member RAS oncogene family
ENSG00000141543	EIF4A3	9775	eukaryotic translation initiation factor 4A3
ENSG00000141551	CSNK1D	1453	casein kinase 1 delta
ENSG00000141552	ANAPC11	51529	anaphase promoting complex subunit 11
ENSG00000141556	TBCD	6904	tubulin folding cofactor D
ENSG00000141560	FN3KRP	79672	fructosamine 3 kinase related protein
ENSG00000141562	NARF	26502	nuclear prelamin A recognition factor
ENSG00000141564	RPTOR	57521	regulatory associated protein of MTOR complex 1
ENSG00000141568	FOXK2	3607	forkhead box K2
ENSG00000141569	TRIM65	201292	tripartite motif containing 65
ENSG00000141570	CBX8	57332	chromobox 8
ENSG00000141576	RNF157	114804	ring finger protein 157
ENSG00000141577	CEP131	22994	centrosomal protein 131
ENSG00000141580	WDR45B	56270	WD repeat domain 45B
ENSG00000141582	CBX4	8535	chromobox 4
ENSG00000141627	DYM	54808	dymeclin
ENSG00000141642	ELAC1	55520	elaC ribonuclease Z 1
ENSG00000141644	MBD1	4152	methyl-CpG binding domain protein 1
ENSG00000141646	SMAD4	4089	SMAD family member 4
ENSG00000141655	TNFRSF11A	8792	TNF receptor superfamily member 11a
ENSG00000141664	ZCCHC2	54877	zinc finger CCHC-type containing 2
ENSG00000141665	FBXO15	201456	F-box protein 15
ENSG00000141682	PMAIP1	5366	phorbol-12-myristate-13-acetate-induced protein 1
ENSG00000141696	P3H4	10609	prolyl 3-hydroxylase family member 4 (inactive)
ENSG00000141698	NT5C3B	115024	5'-nucleotidase, cytosolic IIIB
ENSG00000141699	RETREG3	162427	reticulophagy regulator family member 3
ENSG00000141736	ERBB2	2064	erb-b2 receptor tyrosine kinase 2
ENSG00000141738	GRB7	2886	growth factor receptor bound protein 7
ENSG00000141741	MIEN1	84299	migration and invasion enhancer 1
ENSG00000141753	IGFBP4	3487	insulin like growth factor binding protein 4
ENSG00000141756	FKBP10	60681	FKBP prolyl isomerase 10
ENSG00000141759	TXNL4A	10907	thioredoxin like 4A
ENSG00000141854	MISP3	113230	MISP family member 3
ENSG00000141858	SAMD1	90378	sterile alpha motif domain containing 1
ENSG00000141867	BRD4	23476	bromodomain containing 4
ENSG00000141873	SLC39A3	29985	solute carrier family 39 member 3
ENSG00000141905	NFIC	4782	nuclear factor I C
ENSG00000141933	TPGS1	91978	tubulin polyglutamylase complex subunit 1
ENSG00000141934	PLPP2	8612	phospholipid phosphatase 2
ENSG00000141956	PRDM15	63977	PR/SET domain 15
ENSG00000141959	PFKL	5211	phosphofructokinase, liver type
ENSG00000141968	VAV1	7409	vav guanine nucleotide exchange factor 1
ENSG00000141971	MVB12A	93343	multivesicular body subunit 12A
ENSG00000141985	SH3GL1	6455	SH3 domain containing GRB2 like 1, endophilin A2
ENSG00000141994	DUS3L	56931	dihydrouridine synthase 3 like
ENSG00000142002	DPP9	91039	dipeptidyl peptidase 9
ENSG00000142039	CCDC97	90324	coiled-coil domain containing 97
ENSG00000142046	TMEM91	641649	transmembrane protein 91
ENSG00000142065	ZFP14	57677	ZFP14 zinc finger protein
ENSG00000142082	SIRT3	23410	sirtuin 3
ENSG00000142089	IFITM3	10410	interferon induced transmembrane protein 3
ENSG00000142102	PGGHG	80162	protein-glucosylgalactosylhydroxylysine glucosidase
ENSG00000142156	COL6A1	1291	collagen type VI alpha 1 chain
ENSG00000142166	IFNAR1	3454	interferon alpha and beta receptor subunit 1
ENSG00000142168	SOD1	6647	superoxide dismutase 1
ENSG00000142173	COL6A2	1292	collagen type VI alpha 2 chain
ENSG00000142178	SIK1	150094	salt inducible kinase 1
ENSG00000142186	SCYL1	57410	SCY1 like pseudokinase 1
ENSG00000142188	TMEM50B	757	transmembrane protein 50B
ENSG00000142192	APP	351	amyloid beta precursor protein
ENSG00000142197	DOP1B	9980	DOP1 leucine zipper like protein B
ENSG00000142207	URB1	9875	URB1 ribosome biogenesis homolog
ENSG00000142208	AKT1	207	AKT serine/threonine kinase 1
ENSG00000142227	EMP3	2014	epithelial membrane protein 3
ENSG00000142230	SAE1	10055	SUMO1 activating enzyme subunit 1
ENSG00000142235	LMTK3	114783	lemur tyrosine kinase 3
ENSG00000142252	GEMIN7	79760	gem nuclear organelle associated protein 7
ENSG00000142279	WTIP	126374	WT1 interacting protein
ENSG00000142303	ADAMTS10	81794	ADAM metallopeptidase with thrombospondin type 1 motif 10
ENSG00000142327	RNPEPL1	57140	arginyl aminopeptidase like 1
ENSG00000142330	CAPN10	11132	calpain 10
ENSG00000142396	ERVK3-1	105372481	endogenous retrovirus group K3 member 1
ENSG00000142408	CACNG8	59283	calcium voltage-gated channel auxiliary subunit gamma 8
ENSG00000142409	ZNF787	126208	zinc finger protein 787
ENSG00000142444	TIMM29	90580	translocase of inner mitochondrial membrane 29
ENSG00000142453	CARM1	10498	coactivator associated arginine methyltransferase 1
ENSG00000142459	EVI5L	115704	ecotropic viral integration site 5 like
ENSG00000142484	TM4SF5	9032	transmembrane 4 L six family member 5
ENSG00000142494	SLC47A1	55244	solute carrier family 47 member 1
ENSG00000142507	PSMB6	5694	proteasome 20S subunit beta 6
ENSG00000142528	ZNF473	25888	zinc finger protein 473
ENSG00000142530	GARIN5A	112703	golgi associated RAB2 interactor 5A
ENSG00000142534	RPS11	6205	ribosomal protein S11
ENSG00000142541	RPL13A	23521	ribosomal protein L13a
ENSG00000142544	CTU1	90353	cytosolic thiouridylase subunit 1
ENSG00000142546	NOSIP	51070	nitric oxide synthase interacting protein
ENSG00000142552	RCN3	57333	reticulocalbin 3
ENSG00000142556	ZNF614	80110	zinc finger protein 614
ENSG00000142599	RERE	473	arginine-glutamic acid dipeptide repeats
ENSG00000142619	PADI3	51702	peptidyl arginine deiminase 3
ENSG00000142627	EPHA2	1969	EPH receptor A2
ENSG00000142632	ARHGEF19	128272	Rho guanine nucleotide exchange factor 19
ENSG00000142634	EFHD2	79180	EF-hand domain family member D2
ENSG00000142655	PEX14	5195	peroxisomal biogenesis factor 14
ENSG00000142657	PGD	5226	phosphogluconate dehydrogenase
ENSG00000142661	MYOM3	127294	myomesin 3
ENSG00000142669	SH3BGRL3	83442	SH3 domain binding glutamate rich protein like 3
ENSG00000142676	RPL11	6135	ribosomal protein L11
ENSG00000142677	IL22RA1	58985	interleukin 22 receptor subunit alpha 1
ENSG00000142684	ZNF593	51042	zinc finger protein 593
ENSG00000142686	C1orf216	127703	chromosome 1 open reading frame 216
ENSG00000142687	KIAA0319L	79932	KIAA0319 like
ENSG00000142694	EVA1B	55194	eva-1 homolog B
ENSG00000142731	PLK4	10733	polo like kinase 4
ENSG00000142733	MAP3K6	9064	mitogen-activated protein kinase kinase kinase 6
ENSG00000142751	GPN2	54707	GPN-loop GTPase 2
ENSG00000142784	WDTC1	23038	WD and tetratricopeptide repeats 1
ENSG00000142794	NBPF3	84224	NBPF member 3
ENSG00000142798	HSPG2	3339	heparan sulfate proteoglycan 2
ENSG00000142856	ITGB3BP	23421	integrin subunit beta 3 binding protein
ENSG00000142864	SERBP1	26135	SERPINE1 mRNA binding protein 1
ENSG00000142867	BCL10	8915	BCL10 immune signaling adaptor
ENSG00000142871	CCN1	3491	cellular communication network factor 1
ENSG00000142875	PRKACB	5567	protein kinase cAMP-activated catalytic subunit beta
ENSG00000142892	PIGK	10026	phosphatidylinositol glycan anchor biosynthesis class K
